ФИО;Группа;Период;Должность;Площадка;КЦ_Другое_отсутсвие;Запланированное время;Ready;Больничный;Adherence
Беляков Ким Ярославович;Группа 11;9/1/22;Специалист по обслуживанию ключевых клиентов;Брянск;0;121;114;0;0,59
Елисеев Святополк Романович;Группа 20;9/1/22;Специалист;Пенза;36;133;97;0;0,54
Фокин Артём Эдуардович;Группа 31;9/1/22;Специалист;Чита;0;44;37;0;0,98
Копылов Ермолай Вольфович;Группа 30;9/1/22;Специалист;Чита;0;180;23;0;0,50
Горшков Тит Львович;Группа 20;9/1/22;Специалист;Пенза;0;127;55;48;0,80
Лукин Валерий Алексеевич;Группа 34;9/1/22;Специалист;Чита;0;116;114;0;0,92
Зайцев Иуда Михайлович;Группа 32;9/1/22;Специалист;Чита;0;173;88;0;0,52
Красильников Митрофан Игоревич;Группа 17;9/1/22;Специалист по обслуживанию ключевых клиентов;Пенза;0;123;110,7;0;0,81
Федотов Галактион Эдуардович;Группа 39;9/1/22;Специалист по удаленному голосовому обслуживанию;УГ;0;65;58,5;0;0,64
Щукин Ермолай Валерьевич;Группа 32;9/1/22;Специалист;Чита;0;125;53;0;0,77
Фадеев Платон Александрович;Группа 5;9/1/22;Специалист по обслуживанию ключевых клиентов;Вологда;0;96;86,4;0;0,76
Некрасов Иннокентий Иосифович;Группа 37;9/1/22;Специалист по удаленному голосовому обслуживанию;УГ;0;144;129,6;0;0,65
Носков Харитон Станиславович;Группа 2;9/1/22;Специалист по обслуживанию ключевых клиентов;Вологда;0;131;38;0;0,70
Гурьев Никита Иваныч;Группа 33;9/1/22;Младший специалист;Чита;0;163;47;0;0,53
Кабанов Варсонофий Андреевич;Группа 28;9/1/22;Специалист по обслуживанию ключевых клиентов;Кемерово;0;127;114,3;0;0,61
Голубев Никанор Вячеславович;Группа 8;9/1/22;Младший специалист;Брянск;55;156;101;0;0,93
Евсеев Изот Петрович;Группа 10;9/1/22;Специалист по обслуживанию ключевых клиентов;Брянск;0;108;97,2;0;0,57
Одинцов Григорий Денисович;Группа 38;9/1/22;Специалист по удаленному голосовому обслуживанию;УГ;0;56;50,4;0;0,95
Беспалов Борис Артемович;Группа 10;9/1/22;Младший специалист;Брянск;0;166;46;0;0,66
Дроздов Арсений Валентинович;Группа 15;9/1/22;Специалист;Ростов;0;145;31;0;0,65
Игнатов Емельян Олегович;Группа 32;9/1/22;Специалист;Чита;0;116;44;0;0,82
Павлов Константин Исаакович;Группа 31;9/1/22;Специалист по обслуживанию ключевых клиентов;Чита;0;176;144;32;0,89
Крылов Лаврентий Антонович;Группа 7;9/1/22;Младший специалист;Брянск;0;170;146;0;0,97
Шаров Владислав Аркадьевич;Группа 34;9/1/22;Специалист по обслуживанию ключевых клиентов;Чита;0;58;32;0;0,53
Капустин Никифор Владиславович;Группа 3;9/1/22;Младший специалист;Вологда;0;171;147;24;0,78
Савин Галактион Тарасович;Группа 13;9/1/22;Специалист по обслуживанию ключевых клиентов;Ростов;0;138;135;0;0,76
Миронов Игнатий Вольфович;Группа 4;9/1/22;Специалист;Вологда;0;138;25;0;0,90
Павлов Гордей Ярославович;Группа 21;9/1/22;Специалист по обслуживанию ключевых клиентов;Пенза;0;92;82,8;0;0,84
Антонов Олег Владимирович;Группа 4;9/1/22;Младший специалист;Вологда;0;51;45,9;0;0,51
Авдеев Прокопий Егорович;Группа 23;9/1/22;Специалист;Пенза;0;100;46;49;0,91
Субботин Гордей Дмитриевич;Группа 14;9/1/22;Специалист;Ростов;0;163;45;0;0,53
Ситников Евсей Степанович;Группа 21;9/1/22;Специалист;Пенза;0;133;87;46;0,84
Вишняков Варлам Тарасович;Группа 8;9/1/22;Специалист по обслуживанию ключевых клиентов;Брянск;0;167;59;0;0,83
Беляков Артемий Владимирович;Группа 1;9/1/22;Специалист по обслуживанию ключевых клиентов;Вологда;0;97;87,3;0;1,00
Котов Магистриан Тимофеевич;Группа 16;9/1/22;Младший специалист;Ростов;0;37;33,3;0;0,78
Голубев Емельян Тимофеевич;Группа 20;9/1/22;Специалист по обслуживанию ключевых клиентов;Пенза;0;115;103,5;0;0,76
Ширяев Поликарп Геннадиевич;Группа 36;9/1/22;Специалист по удаленному голосовому обслуживанию;УГ;0;158;142,2;15,8;0,67
Зайцев Сергей Степанович;Группа 28;9/1/22;Специалист;Кемерово;0;157;33;0;0,65
Горшков Василий Богданович;Группа 7;9/1/22;Специалист;Брянск;34;110;76;0;0,96
Мясников Вячеслав Бедросович;Группа 26;9/1/22;Специалист по обслуживанию ключевых клиентов;Кемерово;0;45;40,5;0;0,52
Доронин Егор Юрьевич;Группа 35;9/1/22;Специалист по удаленному голосовому обслуживанию;УГ;0;155;125;0;0,56
Лаврентьев Мартын Яковлевич;Группа 9;9/1/22;Младший специалист;Брянск;0;39;35,1;0;0,52
Гуляев Аникита Эдуардович;Группа 8;9/1/22;Младший специалист;Брянск;0;41;36;0;0,88
Ефимов Андрей Яковлевич;Группа 28;9/1/22;Младший специалист;Кемерово;0;33;29,7;0;0,95
